#C1 Time in seconds. Beginning of a year is 0s.;#C2 Dry bulb temperature in Celsius at indicated time;#C3 Dew point temperature in Celsius at indicated time;#C9 Global horizontal radiation in Wh/m2;#C18 Total sky cover at indicated time
20044800;19.8;13.9;0;0
20048400;19.1;13.7;0;0
20052000;18.5;13.9;0;0
20055600;18;14;0;0
20059200;18.6;13.9;0;0
20062800;18.2;14;0;0
20066400;17.9;14;0;0
20070000;17.5;14;36;0
20073600;19.6;14.1;178;0
20077200;21.8;14.2;364;1
20080800;23.9;14.3;541;1
20084400;26;14.1;682;2
20088000;28.1;13.8;767;3
20091600;30.2;13.5;787;4
20095200;31.3;12.3;741;5
20098800;32.5;11;636;5
20102400;33.6;9.6;487;6
20106000;32.8;10.3;316;7
20109600;31.9;10.9;156;8
20113200;31.1;11.5;43;9
20116800;29.8;12.3;4;8
20120400;28.6;13;0;8
20124000;27.3;13.6;0;7
20127600;26.6;13.4;0;7
20131200;26;13.2;0;7
20134800;25.3;12.9;0;7
20138400;25.1;12.5;0;5
20142000;25;12;0;3
20145600;23.9;12.2;0;1
20149200;23.2;12.5;0;1
20152800;22.4;12.8;0;0
20156400;21.7;13.1;34;0
20160000;23.5;13.5;175;0
20163600;25.3;13.8;361;1
20167200;27.1;14.1;539;1
20170800;28.5;13.3;685;1
20174400;29.8;12.5;784;1
20178000;31.2;11.6;827;1
20181600;31.1;11.9;791;3
20185200;31;12.1;670;5
20188800;30.9;12.3;481;6
20192400;30;10;291;7
20196000;26;14.5;121;9
20199600;22;18;21;10
20203200;21.4;18;2;10
20206800;20.8;18;0;10
20210400;20.2;18;0;9
20214000;19.6;18;0;9
20217600;19;18;0;9
20221200;18.4;16.4;0;9
20224800;18.1;16.5;0;6
20228400;17.9;16.5;0;4
20232000;17.6;16.5;0;1
20235600;17.8;16.7;0;4
20239200;17.9;16.8;0;6
20242800;18.1;16.9;15;9
20246400;18.9;17.4;82;9
20250000;19.7;17.9;169;9
20253600;20.5;18.4;254;9
20257200;19.7;18.2;276;9
20260800;19;18;257;10
20264400;18.1;16.3;205;10
20268000;19.1;16.7;266;10
20271600;20;17.1;296;9
20275200;21;17.4;286;9
20278800;20.5;16.9;207;9
20282400;20.1;16.4;118;9
20286000;19.6;15.9;39;9
20289600;18.7;15.7;3;9
20293200;17.7;15.4;0;9
20296800;16.8;15.1;0;9
20300400;16.2;14.6;0;9
20304000;15.5;14;0;10
20307600;14.9;13.4;0;10
20311200;14.6;13.2;0;10
20314800;14.3;12.9;0;10
20318400;14;12.6;0;10
20322000;14;13;0;10
20325600;13.5;12.5;0;10
20329200;13.1;12;8;10
20332800;13.4;12.2;42;10
20336400;13.7;12.4;89;10
20340000;14;12.6;133;10
20343600;14.9;12.7;225;10
20347200;15.7;12.7;317;9
20350800;16.6;12.7;391;9
20354400;16.3;12.9;383;9
20358000;16;13;347;9
20361600;16.5;12.8;286;9
20365200;15.9;12.4;176;9
20368800;15.3;12;81;10
20372400;14.7;11.5;20;10
20376000;14.4;11.5;1;10
20379600;14.1;11.5;0;10
20383200;13.8;11.5;0;10
20386800;13.7;11.5;0;10
20390400;13.5;11.4;0;10
20394000;13.4;11.3;0;10
20397600;13.1;11.3;0;10
20401200;12.7;11.3;0;10
20404800;12.4;11.3;0;10
20408400;12.3;11.4;0;10
20412000;12.1;11.4;0;10
20415600;12;11.4;7;10
20419200;12.6;11.5;42;10
20422800;13.1;11.6;88;10
20426400;13.7;11.6;133;10
20430000;14.4;11.9;225;10
20433600;15.2;12.1;316;9
20437200;15.9;12.3;390;9
20440800;16.4;12.6;381;9
20444400;16.8;12.8;345;9
20448000;17.3;13;284;9
20451600;17.1;13.1;256;8
20455200;16.9;13.2;169;7
20458800;16.7;13.2;59;6
20462400;15.9;13;4;6
20466000;15;12.8;0;6
20469600;14.2;12.6;0;6
20473200;14.5;13;0;7
20476800;14.8;13.3;0;8
20480400;15.1;13.6;0;9
20484000;15;13.6;0;9
20487600;15;13.5;0;10
20491200;14.9;13.4;0;10
20494800;14.4;12.7;0;10
20498400;13.8;11.9;0;10
20502000;13.3;11;7;10
20505600;14;11.3;61;9
20509200;14.6;11.5;166;9
20512800;15.3;11.7;302;8
20516400;16.4;12.5;441;7
20520000;17.6;13.2;560;7
20523600;18.7;13.8;640;6
20527200;19.3;13.8;626;6
20530800;20;13.7;566;6
20534400;20.6;13.6;465;6
20538000;20.5;13.8;296;7
20541600;20.4;14;141;8
20545200;20.3;14.2;34;9
20548800;19.7;14.4;2;8
20552400;19;14.6;0;8
20556000;18.4;14.7;0;7
20559600;18;14.7;0;8
20563200;17.6;14.7;0;8
20566800;17.2;14.7;0;9
20570400;17;15;0;9
20574000;16.8;15.3;0;10
20577600;16.6;15.6;0;10
20581200;16.5;15.6;0;10
20584800;16.3;15.5;0;9
20588400;16.2;15.4;12;9
20592000;17;15.4;96;8
20595600;17.9;15.3;242;7
20599200;18.7;15.2;412;6
20602800;19;15;470;7
20606400;19.3;14.7;460;8
20610000;19.6;14.4;385;9
20613600;19.1;13.7;321;9
20617200;18.7;13;236;10
20620800;18.2;12.2;146;10
20624400;16.7;12.2;104;10
20628000;15.2;12.2;57;10
20631600;13.7;12.1;17;10
20635200;13.7;12.4;1;10
20638800;13.8;12.7;0;10
20642400;13.8;13;0;10
20646000;13.8;12.8;0;10
20649600;13.7;12.6;0;10
20653200;13.7;12.3;0;10
20656800;13.3;12.1;0;10
20660400;12.8;11.8;0;10
20664000;12.4;11.5;0;10
20667600;12.4;11;0;10
20671200;12.3;10.5;0;10
20674800;12.3;9.9;6;10
20678400;12.5;9.7;39;10
20682000;12.6;9.5;86;10
20685600;12.8;9.3;131;10
20689200;13.5;9.5;167;10
20692800;14.3;9.7;192;10
20696400;15;9.8;202;10
20700000;15.2;10.1;197;10
20703600;15.5;10.3;178;10
20707200;15.7;10.5;145;10
20710800;15.7;10.2;103;10
20714400;15.8;9.9;56;10
20718000;15.8;9.5;16;10
20721600;15.4;9.6;1;10
20725200;15;9.6;0;9
20728800;14.6;9.6;0;9
20732400;13.7;9.5;0;6
20736000;12.8;9.4;0;3
20739600;11.9;9.3;0;0
20743200;11;9;0;0
20746800;11;9;0;0
20750400;10.4;8.3;0;0
20754000;10.1;8.2;0;0
20757600;9.9;8.1;0;0
20761200;9.6;8;23;0
20764800;11.3;7.9;155;1
20768400;13;7.8;338;2
20772000;14.7;7.7;511;2
20775600;16.1;7.6;641;3
20779200;17.4;7.5;711;4
20782800;18.8;7.3;714;5
20786400;19.2;7.2;716;5
20790000;19.5;7.1;660;4
20793600;19.9;7;549;4
20797200;19.2;7.6;393;3
20800800;18.4;8.1;215;3
20804400;17.7;8.6;60;2
20808000;15.8;8.8;3;2
20811600;14;9;0;1
20815200;13.3;9.5;0;0
20818800;12.5;9.1;0;0
20822400;11.7;8.6;0;0
20826000;10.9;8.1;0;0
20829600;10.3;7.8;0;0
20833200;9.8;7.5;0;0
20836800;9.2;7.2;0;0
20840400;9.3;7.3;0;0
20844000;9.4;7.4;0;1
20847600;9.5;7.4;21;1
20851200;11.5;7.9;148;3
20854800;13.6;8.4;305;5
20858400;15.6;8.8;407;6
20862000;17;8.1;434;7
20865600;18.5;7.4;363;9
20869200;19.9;6.6;201;10
20872800;21;6;196;10
20876400;21.3;6.4;176;10
20880000;21.6;6.7;144;10
20883600;20.9;7.2;192;9
20887200;20.2;7.7;141;7
20890800;19.5;8.2;45;6
20894400;17.8;8.6;2;5
20898000;16.2;9;0;4
20901600;14.5;9.3;0;2
20905200;13.9;9.2;0;2
20908800;13.4;9.1;0;2
20912400;12.8;8.9;0;1
20916000;12;8.7;0;1
20919600;11.2;8.5;0;0
20923200;10.4;8.3;0;0
20926800;10.5;8.6;0;0
20930400;10.5;8.8;0;1
20934000;10.6;9;20;1
20937600;12.8;9.3;149;1
20941200;14.9;9.6;331;1
20944800;17.1;9.8;510;1
20948400;18.3;10.3;653;2
20952000;19.5;10.8;746;2
20955600;20.7;11.3;780;2
20959200;20.9;10.6;761;2
20962800;21;9.9;685;2
20966400;21.2;9.1;557;2
20970000;20.2;8.9;393;2
20973600;19.2;8.7;209;2
20977200;17.5;8.1;54;1
20980800;16.7;8.2;2;1
20984400;15.9;8.3;0;0
20988000;15.4;8.6;0;0
20991600;15.4;9.1;0;0
20995200;15.9;9.9;0;0
20998800;16.6;11;0;0
21002400;17.3;12.1;0;1
21006000;17.7;13;0;2
21009600;17.8;13.7;0;4
21013200;17.6;14.2;0;5
21016800;17.5;14.8;0;5
21020400;18.2;14.3;16;6
21024000;21;15;119;6
21027600;22;15;263;6
21031200;22.8;13;404;6
21034800;24;13;429;7
21038400;23.8;13;358;9
21042000;23.7;13;197;10
21045600;23;14;192;10
21049200;22;15;172;10
21052800;21.8;13.6;140;10
21056400;22;14;98;10
21060000;22;13;52;10
21063600;20.5;14.2;13;10
21067200;17;17;0;10
21070800;17;16;0;10
21074400;16;15.5;0;10
21078000;16;15;0;10
21081600;15;15;0;10
21085200;14.8;14.2;0;10
21088800;15;14;0;9
21092400;15;14;0;8
21096000;14.2;13.6;0;7
21099600;14;14;0;8
21103200;14;13;0;8
21106800;14;13.2;9;9
21110400;15;14;71;9
21114000;17;15;157;9
21117600;17.6;13.9;242;9
21121200;18;14;391;8
21124800;17;12;527;7
21128400;19.2;10.7;622;6
21132000;19;10;576;7
21135600;19;10;486;7
21139200;19.4;8.1;368;7
21142800;19;8;235;8
21146400;18.1;9.6;111;8
21150000;17.3;10.2;23;9
21153600;15.6;10.7;1;6
21157200;14;12;0;4
21160800;13.5;11.7;0;1
21164400;13;12;0;2
21168000;13;12;0;2
21171600;12.3;11.2;0;2
21175200;11;11;0;4
21178800;12;11;0;6
21182400;11.7;11;0;7
21186000;11;11;0;8
21189600;11;10;0;8
21193200;11.2;10.6;9;9
21196800;14;11;69;9
21200400;16;11;156;9
21204000;17;10.6;241;9
21207600;17;11;310;9
21211200;19;10;356;9
21214800;19.1;10.1;374;9
21218400;20;11;413;8
21222000;21;11;411;8
21225600;21.4;12.3;362;7
21229200;22;13;230;8
21232800;21;13;107;8
21236400;20.5;12.5;21;9
21240000;20;12;0;8
21243600;20;12;0;7
21247200;20;13;0;6
21250800;20;13;0;5
21254400;19;13;0;4
21258000;18.3;13.2;0;2
21261600;18;13;0;4
21265200;17;13;0;6
21268800;18;13.7;0;7
21272400;17;15;0;8
21276000;16;15;0;8
21279600;16.8;15.2;9;9
21283200;18;15;100;7
21286800;20;15;276;5
21290400;22.3;15.9;471;4
21294000;24;17;565;5
21297600;24.5;15.4;580;6
21301200;25;15.1;507;7
21304800;27;16;547;7
21308400;27.4;16.4;531;6
21312000;27.8;15.1;429;6
21315600;27;15;281;7
21319200;26;16;135;7
21322800;24;17;26;7
21326400;22;17;0;7
21330000;20;17;0;7
21333600;19;16.4;0;6
21337200;19;16;0;6
21340800;17;16;0;5
21344400;17.1;15.8;0;5
21348000;16;16;0;4
21351600;16;15;0;3
21355200;16;15.5;0;2
21358800;15;15;0;4
21362400;15;14;0;5
21366000;15.8;15.2;14;6
21369600;17;16;114;6
21373200;20;17;272;5
21376800;21.9;16.4;437;5
21380400;24;17;544;5
21384000;26;17;602;6
21387600;25.8;17.7;605;6
21391200;27;17;559;7
21394800;28;18;469;7
21398400;27;16.9;352;7
21402000;27;17;276;7
21405600;26;17;153;6
21409200;24.3;17.3;33;5
21412800;23;17;0;5
21416400;21;17;0;5
21420000;20.2;17;0;5
21423600;19;17;0;5
21427200;19;18;0;5
21430800;18;16.7;0;5
21434400;17;17;0;4
21438000;17;17;0;3
21441600;16.2;15.5;0;2
21445200;15;15;0;3
21448800;16;15;0;3
21452400;15.5;15;16;4
21456000;18;18;125;4
21459600;20;18;285;5
21463200;21.3;18.7;431;5
21466800;23.1;18.3;520;6
21470400;25;18;542;7
21474000;26.1;17.5;499;7
21477600;27;17;485;7
21481200;26;17;433;7
21484800;26.2;17;348;7
21488400;26;17;286;6
21492000;25;16;160;5
21495600;23.4;16.9;32;4
21499200;21;17;0;4
21502800;20;16;0;4
21506400;19.5;16.2;0;4
21510000;19;16;0;4
21513600;17;15;0;4
21517200;17;15.2;0;4
21520800;16.3;14.8;0;2
21524400;15.6;14.4;0;1
21528000;14.9;13.9;0;0
21531600;14;13;0;3
21535200;15;15;0;6
21538800;15.3;14.7;7;9
21542400;15;14;63;9
21546000;16;14;149;9
21549600;15.8;14.3;232;9
21553200;18;16;518;6
21556800;20;16;702;3
21560400;21.5;16;759;0
21564000;24;17;735;0
21567600;25;17;655;1
21571200;25.4;16.3;524;1
21574800;26;15;357;1
21578400;25;15;175;1
21582000;22.2;13.6;31;1
21585600;20;13;0;1
21589200;18;13;0;0
21592800;17.2;12.5;0;0
21596400;16;12;0;0
21600000;15;11;0;0
21603600;14.9;10.9;0;0
21607200;15;11;0;0
21610800;13;11;0;0
21614400;13.8;10.6;0;0
21618000;13;10;0;0
21621600;12;10;0;0
21625200;11.2;9.8;15;0
21628800;14;11;130;0
21632400;16;13;308;0
21636000;19.3;12.1;485;0
21639600;22;14;626;0
21643200;23;14;720;0
21646800;25;15.3;755;0
21650400;26;15;733;0
21654000;27;14;653;0
21657600;28;9.8;525;0
21661200;27;8;356;0
21664800;26;11;171;0
21668400;24;11;28;0
21672000;22;11;0;0
21675600;19;13;0;0
21679200;18.8;13;0;0
21682800;18;14;0;0
21686400;18;14;0;0
21690000;18;14.9;0;0
21693600;18;16;0;0
21697200;18;16;0;1
21700800;17.8;15.6;0;1
21704400;17;15;0;4
21708000;18;15;0;6
21711600;18.2;15.5;7;9
21715200;19;16;76;8
21718800;20;16;214;7
21722400;21.3;15.6;377;6
21726000;23;16;406;7
21729600;24;16;340;9
21733200;23.8;16.1;187;10
21736800;23;16;182;10
21740400;23;17;161;10
21744000;22.4;16.7;128;10
21747600;22;17;114;10
21751200;22;17;67;9
21754800;21;16.6;12;9
21758400;20;17;0;8
21762000;18;16;0;8
21765600;17.9;16.2;0;7
21769200;17;16;0;5
21772800;17;16;0;3
21776400;16.2;15.4;0;1
21780000;15;14;0;1
21783600;15;14;0;0
21787200;14.8;14;0;0
21790800;15;14;0;1
21794400;14.5;13.8;0;2
21798000;14;13.7;13;4
21801600;15;15;109;5
21805200;17;15;237;6
21808800;18.7;15.9;310;7
21812400;19;16;403;7
21816000;19;16;464;7
21819600;21.1;15.9;488;7
21823200;22;16;638;5
21826800;23;16;628;2
21830400;23;16.1;508;0
21834000;23;16;339;0
21837600;22;16;159;0
21841200;20.9;16.3;23;0
21844800;19;16;0;0
21848400;18;16;0;0
21852000;16.6;15.1;0;0
21855600;17;16;0;0
21859200;17;15;0;0
21862800;16.1;15.1;0;0
21866400;16;15;0;0
21870000;15;14;0;1
21873600;14.2;13.6;0;1
21877200;14;14;0;1
21880800;14;14;0;1
21884400;14;13.5;13;1
21888000;16;15;117;3
21891600;18;17;268;5
21895200;20.2;17.8;370;6
21898800;23;18;539;5
21902400;24;17;665;4
21906000;25;17;725;2
21909600;26;16;665;4
21913200;26;16;523;6
21916800;25.4;14.5;330;7
21920400;25;14;219;7
21924000;25;15;101;7
21927600;22.9;15;14;7
21931200;20;15;0;8
21934800;21;15;0;8
21938400;18.8;15.5;0;9
21942000;18.9;15.5;0;9
21945600;19;16;0;9
21949200;19;15.5;0;9
21952800;18;15;0;9
21956400;18;15;0;9
21960000;17.2;15;0;9
21963600;17;15;0;7
21967200;16;14;0;5
21970800;15;13.5;11;4
21974400;17;14;114;3
21978000;18;14;289;2
21981600;19.8;14;466;1
21985200;21;13;598;2
21988800;21;11;667;4
21992400;22.5;11.9;654;5
21996000;22;12;649;5
21999600;23;12;588;4
22003200;22.5;11.9;473;4
22006800;22;13;276;6
22010400;21;13;97;7
22014000;18.7;13.6;13;7
22017600;18;14;0;7
22021200;17;14;0;7
22024800;16.3;13;0;7
22028400;15.6;12.6;0;7
22032000;15;12;0;7
22035600;14.1;11.6;0;6
22039200;13;11;0;5
22042800;13;11;0;4
22046400;12.9;10.4;0;2
22050000;13;11;0;5
22053600;13.2;11.4;0;7
22057200;13.4;11.8;5;9
22060800;14;11;47;9
22064400;14;11;96;10
22068000;14.4;10.6;116;10
22071600;15;10;290;9
22075200;16.1;9.8;459;7
22078800;17.2;9.4;581;6
22082400;12;9;501;7
22086000;13;10;377;8
22089600;13.8;9.6;236;9
22093200;14;10;175;8
22096800;13.5;10.2;86;8
22100400;13;10.5;12;7
22104000;12;9;0;7
22107600;13;10.5;0;7
22111200;11.5;9.4;0;9
22114800;10;8;0;8
22118400;9;8;0;8
22122000;8.8;7.9;0;7
22125600;10;8;0;8
22129200;10;8;0;8
22132800;10.2;8.3;0;9
22136400;10;8;0;9
22140000;9;8;0;9
22143600;9.6;8;5;9
22147200;10;8;61;8
22150800;11.2;8.2;173;8
22154400;12.4;8.3;303;7
22158000;14;8;396;7
22161600;14;8;457;7
22165200;12.8;7;481;7
22168800;15;7;426;8
22172400;15;6;339;8
22176000;13.9;8.1;233;9
22179600;14;8;152;9
22183200;13;8;66;9
22186800;12.6;8.7;8;9
22190400;12;10;0;9
22194000;11;10;0;9
22197600;11.7;10.3;0;9
22201200;11;10;0;9
22204800;11;10;0;9
22208400;11;10;0;9
22212000;11;10;0;10
22215600;11;10;0;10
22219200;11.2;9.9;0;10
22222800;11;10;0;10
22226400;11;10;0;9
22230000;11.3;9.4;5;9
22233600;12;9;59;8
22237200;12;10;170;8
22240800;13;9.6;300;7
22244400;14;9.2;422;7
22248000;15;9;518;7
22251600;15.5;8.3;574;6
22255200;14;8;554;6
22258800;15;7;489;6
22262400;12.4;8.9;381;6
22266000;14;9;267;5
22269600;14;9;121;5
22273200;12.4;7.9;15;4
22276800;11;8;0;3
22280400;11;8;0;3
22284000;10.5;7.7;0;2
22287600;11;8;0;2
22291200;9;7;0;2
22294800;9.1;7.4;0;1
22298400;9;8;0;4
22302000;9;8;0;6
22305600;9.3;7.7;0;9
22309200;10;8;0;9
22312800;9;8;0;9
22316400;9.3;7.6;5;9
22320000;9;8;57;8
22323600;10;7;168;8
22327200;11;8;298;7
22330800;12.1;8.3;419;7
22334400;13.3;8.6;515;7
22338000;14.4;8.8;569;6
22341600;16;9;549;6
22345200;17;8;483;6
22348800;16.6;7.5;377;6
22352400;17;7;263;5
22356000;15.6;8;117;5
22359600;14.2;8.2;14;4
22363200;12;9;0;4
22366800;12;8;0;4
22370400;11.4;8.3;0;4
22374000;11;8;0;4
22377600;10;8;0;4
22381200;9.9;7.8;0;4
22384800;9;8;0;5
22388400;9;8;0;6
22392000;9.8;7.8;0;7
22395600;10;8;0;8
22399200;10;8;0;8
22402800;9.7;7.6;4;9
22406400;10.2;7.7;49;9
22410000;10.6;7.8;132;9
22413600;11.1;7.8;215;9
22417200;13;9;282;9
22420800;14;9;325;9
22424400;15.2;8.7;342;9
22428000;16;9;329;9
22431600;16;10;288;9
22435200;16.2;10.1;224;9
22438800;16;10;143;9
22442400;15;10;59;9
22446000;14.3;9.7;6;9
22449600;14;10;0;7
22453200;14;10;0;5
22456800;12.3;9.7;0;2
22460400;11.6;9.3;0;2
22464000;11;8;0;1
22467600;10.8;8.4;0;0
22471200;10;8;0;1
22474800;9;8;0;2
22478400;9.1;7.5;0;4
22482000;9;8;0;5
22485600;9;8;0;7
22489200;9;7.4;4;9
22492800;9;7;54;8
22496400;10;8;164;8
22500000;11.2;8.1;292;7
22503600;14;9;384;7
22507200;15;9;444;7
22510800;15.6;9.7;465;7
22514400;18;9;448;7
22518000;15.6;9.7;392;7
22521600;18.1;9.9;221;9
22525200;18;10;159;8
22528800;17;10;71;8
22532400;16.2;10.1;8;7
22536000;16;10;0;8
22539600;14;10;0;8
22543200;13.3;9.7;0;9
22546800;12.6;9.4;0;8
22550400;12;9;0;7
22554000;10.5;8.8;0;6
22557600;10.2;9.1;0;7
22561200;10.1;9.1;0;7
22564800;10.1;9.1;0;8
22568400;10;9;0;9
22572000;10;9;0;9
22575600;10.2;9.1;2;10
22579200;11;9;32;10
22582800;11;10;109;9
22586400;12.4;9.6;210;9
22590000;14;10;435;7
22593600;15;10;610;5
22597200;17.1;10.7;691;2
22600800;18;11;664;2
22604400;18;11;581;2
22608000;18.4;11;448;2
22611600;18;11;281;2
22615200;18;11;111;2
22618800;15.6;10.6;11;2
22622400;14;10;0;2
22626000;13;10;0;2
22629600;12.6;10.3;0;1
22633200;12;10;0;1
22636800;12;10;0;1
22640400;11.1;9.7;0;1
22644000;11;9;0;2
22647600;10;9;0;2
22651200;9.7;8.9;0;2
22654800;10;9;0;5
22658400;9;8;0;7
22662000;10.5;9.9;3;9
22665600;11;11;45;9
22669200;12;11;126;9
22672800;12.8;11.9;207;9
22676400;14;12;376;7
22680000;16;13;523;6
22683600;17.3;12.8;616;5
22687200;18;13;621;4
22690800;19;13;561;3
22694400;19;13.2;440;2
22698000;18;13;268;3
22701600;18;13;100;4
22705200;15.2;12.7;9;5
22708800;15;13;0;4
22712400;15;13;0;3
22716000;12.7;11.6;0;2
22719600;11;11;0;2
22723200;11;11;0;1
22726800;11;10.4;0;0
22730400;11;10.3;0;3
22734000;11;11;0;7
22737600;10.2;9.9;0;10
22741200;10;10;0;10
22744800;11;11;0;10
22748400;11.5;11.4;2;10
22752000;12;12;23;10
22755600;12;12;65;10
22759200;12.9;12.7;107;10
22762800;14.9;12.9;400;7
22766400;17;14;610;4
22770000;20.1;13.3;688;1
22773600;22;14;660;1
22777200;23;13;576;1
22780800;23.2;13.1;441;1
22784400;23;14;272;1
22788000;21;14;102;0
22791600;18.2;13.1;9;0
22795200;17.1;12.9;0;0
22798800;16;13;0;0
22802400;14.3;12.3;0;0
22806000;15;11;0;0
22809600;15;11;0;1
22813200;13.6;10.2;0;1
22816800;13;11;0;2
22820400;12;10;0;2
22824000;11.7;10.3;0;2
22827600;11;10;0;4
22831200;11;10;0;5
22834800;11.2;9.6;5;6
22838400;13;11;78;5
22842000;15;11;242;4
22845600;17.5;12;418;2
22849200;20;12;561;2
22852800;21.1;12.4;653;1
22856400;22.2;12.5;685;0
22860000;23;13;657;0
22863600;24;13;571;1
22867200;23.7;12.7;435;1
22870800;24;13;260;3
22874400;21.5;13.7;89;5
22878000;19;14.1;6;6
22881600;17;13;0;7
22885200;16;12;0;9
22888800;16.4;13.5;0;10
22892400;16;14;0;10
22896000;16;14;0;10
22899600;15;14;0;10
22903200;15;14;0;10
22906800;15;14;0;10
22910400;14.1;13.6;0;10
22914000;14;14;0;10
22917600;15;14;0;9
22921200;13.7;13.1;3;9
22924800;15;13;51;8
22928400;17;14;177;7
22932000;18.3;11.6;333;6
22935600;19;9;464;6
22939200;20;9;558;5
22942800;21;9;605;5
22946400;22;8;580;5
22950000;21;9;503;5
22953600;21.4;7.6;342;6
22957200;21;8;185;7
22960800;20;9;56;8
22964400;19;10;3;9
22968000;18;11;0;8
22971600;18;11;0;7
22975200;17.4;10.5;0;6
22978800;18;11;0;7
22982400;17.4;11.1;0;8
22986000;16.8;11.3;0;9
22989600;15;13;0;9
22993200;15;13;0;9
22996800;14.4;13.4;0;9
23000400;14;13;0;9
23004000;14;14;0;9
23007600;13.8;13.3;2;9
23011200;15;14;65;6
23014800;17;11;235;4
23018400;17.6;11.2;416;1
23022000;19;11;552;2
23025600;20;10;638;2
23029200;19.9;9.8;665;2
23032800;22;9;638;2
23036400;19.9;9.8;552;2
23040000;22.2;9;425;1
23043600;21;9;256;1
23047200;21;10;88;1
23050800;17.6;10.7;6;1
23054400;15;10;0;1
23058000;15;10;0;1
23061600;13.4;9.8;0;1
23065200;12;10;0;1
23068800;12;9;0;1
23072400;11.7;9.6;0;1
23076000;11;9;0;1
23079600;9;8;0;1
23083200;9.5;8.4;0;1
23086800;9;8;0;2
23090400;9;8;0;3
23094000;8.6;7.8;5;4
23097600;11;10;68;5
23101200;14;12;171;7
23104800;15.9;11.7;197;9
23108400;18;11;331;8
23112000;19;10;451;7
23115600;19.4;9.9;530;6
23119200;20;10;530;6
23122800;21;10;476;5
23126400;20.9;9.5;371;5
23130000;21;10;237;4
23133600;20;11;82;2
23137200;17.3;10.4;5;1
23140800;15;10;0;1
23144400;14;10;0;0
23148000;13.2;10;0;0
23151600;13;10;0;0
23155200;12;10;0;0
23158800;11.4;9.8;0;0
23162400;11;10;0;0
23166000;11;10;0;0
23169600;10.6;9;0;0
23173200;10;9;0;0
23176800;10;9;0;0
23180400;10.4;9.3;4;0
23184000;12;10;77;0
23187600;15;11;240;0
23191200;17.6;12.1;408;0
23194800;19;13;544;0
23198400;20.4;12;633;0
23202000;21.9;11.9;664;0
23205600;23;11;635;0
23209200;24;11;548;0
23212800;24.4;9.6;413;0
23216400;24;10;244;0
23220000;22;11;79;0
23223600;19.7;11;5;0
23227200;17;11;0;0
23230800;16;10;0;0
23234400;13.7;9.6;0;0
23238000;13;10;0;0
23241600;12;10;0;0
23245200;11.3;9;0;0
23248800;11;9;0;0
23252400;10;9;0;0
23256000;10.1;8.5;0;0
23259600;9;8;0;0
23263200;10;8;0;1
23266800;8;7.1;4;1
23270400;12;10;74;1
23274000;15;11;235;1
23277600;17.3;11.3;403;1
23281200;20;12;539;1
23284800;22;12;626;1
23288400;24;10;658;1
23292000;25;7;631;1
23295600;26;8;543;1
23299200;26;5;408;1
23302800;25;8.7;238;1
23306400;24;8;75;1
23310000;19.9;8;4;1
23313600;19;8;0;1
23317200;16;11;0;1
23320800;14.6;10.4;0;1
23324400;14;11;0;1
23328000;13;10.1;0;0
23331600;12;9.9;0;0
23335200;12;10;0;0
23338800;12;10;0;1
23342400;12;9.9;0;1
23346000;11;9;0;1
23349600;11;9;0;2
23353200;12;10.5;3;2
23356800;13;10;70;2
23360400;16.3;10.9;229;2
23364000;19.7;11;392;2
23367600;23;11;515;3
23371200;25;11;579;4
23374800;25.8;8.8;580;5
23378400;26;9;493;6
23382000;28;8;352;7
23385600;26.1;7.2;191;9
23389200;25;7;111;9
23392800;24;8;34;9
23396400;23;11.4;2;9
23400000;22.5;11.2;0;9
23403600;22;11;0;9
23407200;21;10.8;0;9
23410800;20;12;0;9
23414400;20;11;0;9
23418000;20.6;10.1;0;9
23421600;19;10;0;8
23425200;17;11;0;8
23428800;16;11;0;7
23432400;16;11;0;8
23436000;15;11;0;8
23439600;14;11.2;1;9
23443200;15;12;28;9
23446800;17;11;76;10
23450400;18.4;11.2;99;10
23454000;19;12;132;10
23457600;20;11;154;10
23461200;20.1;11.3;162;10
23464800;18;14;153;10
23468400;17;13;132;10
23472000;13;10;98;10
23475600;12;10;56;10
23479200;10;8;17;10
23482800;9.8;7.9;1;10
23486400;10;8;0;10
23490000;9;8;0;10
23493600;9.1;8.3;0;10
23497200;9;8;0;10
23500800;9;9;0;10
23504400;9;8.5;0;10
23508000;9;9;0;10
23511600;9;9;0;10
23515200;8.9;8.3;0;10
23518800;8.9;8.3;0;10
23522400;9;8;0;10
23526000;8.8;8.2;1;10
23529600;8.9;8.3;16;10
23533200;9;8;56;10
23536800;9;8.5;98;10
23540400;9;9;132;10
23544000;9;9;153;10
23547600;9.6;9.1;161;10
23551200;10;9;153;10
23554800;9.6;9.1;131;10
23558400;9.6;9;97;10
23562000;10;9;55;10
23565600;10;9;16;10
